locus_tag	ftype	length_bp	gene	EC_number	COG	product
DIFIKDCD_00346	CDS	969			COG1702	PhoH-like protein
DIFIKDCD_00347	CDS	216				hypothetical protein
DIFIKDCD_00348	CDS	855	cvfB			Conserved virulence factor B
DIFIKDCD_00349	CDS	558	frr			Ribosome-recycling factor
DIFIKDCD_00350	CDS	738	pyrH	2.7.4.22	COG0528	Uridylate kinase
DIFIKDCD_00351	CDS	1371	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
DIFIKDCD_00352	CDS	879	rsmI	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
DIFIKDCD_00353	CDS	318	yabA		COG4467	Replication initiation control protein YabA
DIFIKDCD_00354	CDS	891	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
DIFIKDCD_00355	CDS	639	tmk	2.7.4.9	COG0125	Thymidylate kinase
DIFIKDCD_00356	CDS	798	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
DIFIKDCD_00357	CDS	1263	proA	1.2.1.41	COG0014	Gamma-glutamyl phosphate reductase
DIFIKDCD_00358	CDS	1110	proB	2.7.2.11	COG0263	Glutamate 5-kinase 1
DIFIKDCD_00359	CDS	1884				hypothetical protein
DIFIKDCD_00360	CDS	888	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
DIFIKDCD_00361	CDS	462	lspA	3.4.23.36		Lipoprotein signal peptidase
DIFIKDCD_00362	CDS	909				hypothetical protein
DIFIKDCD_00363	CDS	336				hypothetical protein
DIFIKDCD_00364	CDS	561	ykuT		COG0668	putative MscS family protein YkuT
DIFIKDCD_00365	CDS	909				hypothetical protein
DIFIKDCD_00366	CDS	528	gph_1	3.1.3.18		Phosphoglycolate phosphatase
DIFIKDCD_00367	CDS	1107	yqeH		COG1161	putative protein YqeH
DIFIKDCD_00368	CDS	312	yhbY		COG1534	RNA-binding protein YhbY
DIFIKDCD_00369	CDS	630	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
DIFIKDCD_00370	CDS	594		3.6.1.41		Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
DIFIKDCD_00371	CDS	501	sttH	3.5.2.19		Streptothricin hydrolase
DIFIKDCD_00372	CDS	354	rsfS		COG0799	Ribosomal silencing factor RsfS
DIFIKDCD_00373	CDS	747	ubiE_2	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DIFIKDCD_00374	CDS	1098	tmcAL	6.3.4.-	COG1323	tRNA(Met) cytidine acetate ligase
DIFIKDCD_00375	CDS	255				hypothetical protein
DIFIKDCD_00376	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
DIFIKDCD_00377	CDS	1614	rny	3.1.-.-	COG1418	Ribonuclease Y
DIFIKDCD_00378	CDS	627	gmk	2.7.4.8		Guanylate kinase
DIFIKDCD_00379	CDS	315	rpoZ	2.7.7.6		DNA-directed RNA polymerase subunit omega
DIFIKDCD_00380	CDS	2397	priA	5.6.2.4	COG1198	Replication restart protein PriA
DIFIKDCD_00381	CDS	936	fmt	2.1.2.9		Methionyl-tRNA formyltransferase
DIFIKDCD_00382	CDS	1314	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
DIFIKDCD_00383	CDS	741	phpP	3.1.3.16	COG0631	Protein phosphatase PhpP
DIFIKDCD_00384	CDS	1980	stkP	2.7.11.1	COG0515	Serine/threonine-protein kinase StkP
DIFIKDCD_00385	CDS	759	yjjP		COG2966	putative succinate transporter subunit YjjP
DIFIKDCD_00386	CDS	450				hypothetical protein
DIFIKDCD_00387	CDS	471			COG3039	IS5 family transposase ISSpn7
DIFIKDCD_00388	CDS	198				hypothetical protein
DIFIKDCD_00389	CDS	1173	mvaS	2.3.3.10	COG3425	Hydroxymethylglutaryl-CoA synthase
DIFIKDCD_00390	CDS	1275	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
DIFIKDCD_00391	CDS	966	degA_1		COG1609	HTH-type transcriptional regulator DegA
DIFIKDCD_00392	CDS	1455	scrB	3.2.1.26		Sucrose-6-phosphate hydrolase
DIFIKDCD_00393	CDS	1938	scrA		COG1263	PTS system sucrose-specific EIIBCA component
DIFIKDCD_00394	CDS	888	gmuE	2.7.1.4	COG1940	Putative fructokinase
DIFIKDCD_00395	CDS	618				hypothetical protein
DIFIKDCD_00396	CDS	894		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
DIFIKDCD_00397	CDS	1200	yhaP		COG1668	putative protein YhaP
DIFIKDCD_00398	CDS	768				hypothetical protein
DIFIKDCD_00399	CDS	696	skfE	7.3.2.3	COG1131	SkfA peptide export ATP-binding protein SkfE
DIFIKDCD_00400	CDS	366	ytrA		COG1725	HTH-type transcriptional repressor YtrA
DIFIKDCD_00401	CDS	474	nrdR		COG1327	Transcriptional repressor NrdR
DIFIKDCD_00402	CDS	1170				hypothetical protein
DIFIKDCD_00403	CDS	897	dnaI	3.6.4.-	COG1484	Replicative helicase loader DnaI
DIFIKDCD_00404	CDS	714	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
DIFIKDCD_00405	CDS	1311	der		COG1160	GTPase Der
DIFIKDCD_00406	CDS	345				hypothetical protein
DIFIKDCD_00407	CDS	336				hypothetical protein
DIFIKDCD_00408	CDS	792				hypothetical protein
DIFIKDCD_00409	CDS	642				hypothetical protein
DIFIKDCD_00410	CDS	651	bcrA_1			Bacitracin transport ATP-binding protein BcrA
DIFIKDCD_00411	CDS	288				hypothetical protein
DIFIKDCD_00412	CDS	2514	secA	7.4.2.8	COG0653	Protein translocase subunit SecA
DIFIKDCD_00413	CDS	1032	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
DIFIKDCD_00414	CDS	1032	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
DIFIKDCD_00415	CDS	369	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
DIFIKDCD_00416	CDS	1104	alr	5.1.1.1	COG0787	Alanine racemase
DIFIKDCD_00417	CDS	2016	recG	5.6.2.4	COG1200	ATP-dependent DNA helicase RecG
DIFIKDCD_00418	CDS	192				hypothetical protein
DIFIKDCD_00419	CDS	981	axeA	3.1.1.41	COG3458	Cephalosporin-C deacetylase
DIFIKDCD_00420	CDS	981	sorC_2			Sorbitol operon regulator
DIFIKDCD_00421	CDS	747	ydjF		COG1349	putative HTH-type transcriptional regulator YdjF
DIFIKDCD_00422	CDS	777	islB	1.97.1.-	COG1180	Isethionate sulfite-lyase activating enzyme
DIFIKDCD_00423	CDS	102				hypothetical protein
DIFIKDCD_00424	CDS	195				hypothetical protein
DIFIKDCD_00425	CDS	450				hypothetical protein
DIFIKDCD_00426	CDS	1092	malK	7.5.2.1	COG3842	Maltose/maltodextrin import ATP-binding protein MalK
DIFIKDCD_00427	CDS	369				hypothetical protein
DIFIKDCD_00428	CDS	1023				hypothetical protein
DIFIKDCD_00429	CDS	693	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DIFIKDCD_00430	CDS	1338				hypothetical protein
DIFIKDCD_00431	CDS	267				hypothetical protein
DIFIKDCD_00432	CDS	387	rplQ		COG0203	Large ribosomal subunit protein bL17
DIFIKDCD_00433	CDS	936	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
DIFIKDCD_00434	CDS	384	rpsK		COG0100	Small ribosomal subunit protein uS11
DIFIKDCD_00435	CDS	366	rpsM		COG0099	Small ribosomal subunit protein uS13
DIFIKDCD_00436	CDS	117	rpmJ		COG0257	Large ribosomal subunit protein bL36
DIFIKDCD_00437	CDS	219	infA		COG0361	Translation initiation factor IF-1
DIFIKDCD_00438	CDS	639	adk	2.7.4.3	COG0563	Adenylate kinase
DIFIKDCD_00439	CDS	1311	secY		COG0201	Protein translocase subunit SecY
DIFIKDCD_00440	CDS	441	rplO		COG0200	Large ribosomal subunit protein uL15
DIFIKDCD_00441	CDS	183	rpmD		COG1841	Large ribosomal subunit protein uL30
DIFIKDCD_00442	CDS	495	rpsE		COG0098	Small ribosomal subunit protein uS5
DIFIKDCD_00443	CDS	357	rplR		COG0256	Large ribosomal subunit protein uL18
DIFIKDCD_00444	CDS	537	rplF		COG0097	Large ribosomal subunit protein uL6
DIFIKDCD_00445	CDS	399	rpsH		COG0096	Small ribosomal subunit protein uS8
DIFIKDCD_00446	CDS	270	rpsN2		COG0199	Small ribosomal subunit protein uS14A
DIFIKDCD_00447	CDS	543	rplE		COG0094	Large ribosomal subunit protein uL5
DIFIKDCD_00448	CDS	306	rplX		COG0198	Large ribosomal subunit protein uL24
DIFIKDCD_00449	CDS	369	rplN		COG0093	Large ribosomal subunit protein uL14
DIFIKDCD_00450	CDS	261	rpsQ		COG0186	Small ribosomal subunit protein uS17
DIFIKDCD_00451	CDS	207	rpmC		COG0255	Large ribosomal subunit protein uL29
DIFIKDCD_00452	CDS	414	rplP		COG0197	Large ribosomal subunit protein uL16
DIFIKDCD_00453	CDS	654	rpsC		COG0092	Small ribosomal subunit protein uS3
DIFIKDCD_00454	CDS	345	rplV		COG0091	Large ribosomal subunit protein uL22
DIFIKDCD_00455	CDS	282	rpsS		COG0185	Small ribosomal subunit protein uS19
DIFIKDCD_00456	CDS	834	rplB		COG0090	Large ribosomal subunit protein uL2
DIFIKDCD_00457	CDS	297	rplW		COG0089	Large ribosomal subunit protein uL23
DIFIKDCD_00458	CDS	624	rplD		COG0088	Large ribosomal subunit protein uL4
DIFIKDCD_00459	CDS	627	rplC		COG0087	Large ribosomal subunit protein uL3
DIFIKDCD_00460	CDS	309	rpsJ		COG0051	Small ribosomal subunit protein uS10
DIFIKDCD_00461	CDS	618	udk_1	2.7.1.48		Uridine kinase
DIFIKDCD_00462	CDS	591				hypothetical protein
DIFIKDCD_00463	CDS	507				hypothetical protein
DIFIKDCD_00464	CDS	2208	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
DIFIKDCD_00465	CDS	1539				hypothetical protein
DIFIKDCD_00466	CDS	144				hypothetical protein
DIFIKDCD_00467	CDS	1533	cls	2.7.8.-		Cardiolipin synthase
DIFIKDCD_00468	CDS	459				hypothetical protein
DIFIKDCD_00469	CDS	1251	fpgS_1	6.3.2.17		Folylpolyglutamate synthase
DIFIKDCD_00470	CDS	306				hypothetical protein
DIFIKDCD_00471	CDS	420	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
DIFIKDCD_00472	CDS	267				hypothetical protein
DIFIKDCD_00473	CDS	570				hypothetical protein
DIFIKDCD_00474	CDS	399	spx_2		COG1393	Global transcriptional regulator Spx
DIFIKDCD_00475	CDS	1062	ypdF	3.4.11.-	COG0006	Aminopeptidase YpdF
DIFIKDCD_00476	CDS	2832	uvrA			UvrABC system protein A
DIFIKDCD_00477	CDS	945				hypothetical protein
DIFIKDCD_00478	CDS	684				hypothetical protein
DIFIKDCD_00479	CDS	1032	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
DIFIKDCD_00480	CDS	678				hypothetical protein
DIFIKDCD_00481	CDS	564	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
DIFIKDCD_00482	CDS	594	ruvA			Holliday junction branch migration complex subunit RuvA
DIFIKDCD_00483	CDS	1101	ribD		COG0117	Riboflavin biosynthesis protein RibD
DIFIKDCD_00484	CDS	636	ribE	2.5.1.9	COG0307	Riboflavin synthase
DIFIKDCD_00485	CDS	1206	ribBA		COG0108	Riboflavin biosynthesis protein RibBA
DIFIKDCD_00486	CDS	468	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
DIFIKDCD_00487	CDS	1950	mutL		COG0323	DNA mismatch repair protein MutL
DIFIKDCD_00488	CDS	441				putative HTH-type transcriptional regulator
DIFIKDCD_00489	CDS	459				hypothetical protein
DIFIKDCD_00490	CDS	1251	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
DIFIKDCD_00491	CDS	357				hypothetical protein
DIFIKDCD_00492	CDS	237				hypothetical protein
DIFIKDCD_00493	CDS	1023	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
DIFIKDCD_00494	CDS	477	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
DIFIKDCD_00495	CDS	1701	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
DIFIKDCD_00496	CDS	1668				putative protein
DIFIKDCD_00497	CDS	366				putative protein
DIFIKDCD_00498	CDS	189	rpmB		COG0227	Large ribosomal subunit protein bL28
DIFIKDCD_00499	CDS	486	glyE		COG1442	Glycosyltransferase GlyE
DIFIKDCD_00500	CDS	1545	prfC			Peptide chain release factor 3
DIFIKDCD_00501	CDS	303	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
DIFIKDCD_00502	CDS	1467	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
DIFIKDCD_00503	CDS	1443	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
DIFIKDCD_00504	CDS	561	efp			Elongation factor P
DIFIKDCD_00505	CDS	390				putative protein
DIFIKDCD_00506	CDS	423	nusB		COG0781	Transcription antitermination protein NusB
DIFIKDCD_00507	CDS	186				hypothetical protein
DIFIKDCD_00508	CDS	768	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
DIFIKDCD_00509	CDS	867	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
DIFIKDCD_00510	CDS	1368	accC	6.3.4.14		Biotin carboxylase
DIFIKDCD_00511	CDS	423	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
DIFIKDCD_00512	CDS	486	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
DIFIKDCD_00513	CDS	1236	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
DIFIKDCD_00514	CDS	732	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DIFIKDCD_00515	CDS	921	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
DIFIKDCD_00516	CDS	975		1.6.5.9		NADH:quinone reductase
DIFIKDCD_00517	CDS	225	acpA		COG0236	Acyl carrier protein
DIFIKDCD_00518	CDS	975	fabH	2.3.1.180	COG0332	Beta-ketoacyl-[acyl-carrier-protein] synthase III
DIFIKDCD_00519	CDS	435				hypothetical protein
DIFIKDCD_00520	CDS	786	fabM	5.3.3.14	COG1024	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
DIFIKDCD_00521	CDS	1365	yclM	2.7.2.4	COG0527	Aspartokinase 3
DIFIKDCD_00522	CDS	372				hypothetical protein
DIFIKDCD_00523	CDS	1275	serS	6.1.1.11	COG0172	Serine--tRNA ligase
DIFIKDCD_00524	CDS	900				hypothetical protein
DIFIKDCD_00525	CDS	549				hypothetical protein
DIFIKDCD_00526	CDS	1323				hypothetical protein
DIFIKDCD_00527	CDS	2337	mutSB	3.6.4.-	COG1193	Putative endonuclease MutS2
DIFIKDCD_00528	CDS	549				hypothetical protein
DIFIKDCD_00529	CDS	303				hypothetical protein
DIFIKDCD_00530	CDS	882	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
DIFIKDCD_00531	CDS	615	spsB	3.4.21.89		Signal peptidase IB
DIFIKDCD_00532	CDS	2367	recD2	5.6.2.3	COG0507	ATP-dependent RecD2 DNA helicase
DIFIKDCD_00533	CDS	1284	tig	5.2.1.8	COG0544	Trigger factor
DIFIKDCD_00534	CDS	1137	mtlD	1.1.1.17		Mannitol-1-phosphate 5-dehydrogenase
DIFIKDCD_00535	CDS	438	mtlF		COG4668	Mannitol-specific phosphotransferase enzyme IIA component
DIFIKDCD_00536	CDS	1956	mtlR		COG3711	Transcriptional regulator MtlR
DIFIKDCD_00537	CDS	1770				hypothetical protein
DIFIKDCD_00538	CDS	1278				hypothetical protein
DIFIKDCD_00539	CDS	1485	thrC	4.2.3.1	COG0498	Threonine synthase
DIFIKDCD_00540	CDS	1281	yeeO		COG0534	putative FMN/FAD exporter YeeO
DIFIKDCD_00541	CDS	621	gph_2	3.1.3.18		Phosphoglycolate phosphatase
DIFIKDCD_00542	CDS	1143				hypothetical protein
DIFIKDCD_00543	CDS	426				hypothetical protein
DIFIKDCD_00544	CDS	360				hypothetical protein
DIFIKDCD_00545	CDS	597	pcp_1	3.4.19.3		Pyrrolidone-carboxylate peptidase
DIFIKDCD_00546	CDS	858				hypothetical protein
DIFIKDCD_00547	CDS	1143	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
DIFIKDCD_00548	CDS	1818	oatA	2.3.1.-	COG1835	O-acetyltransferase OatA
DIFIKDCD_00549	CDS	1152	agaA_1	3.5.1.-	COG1820	N-acetylgalactosamine-6-phosphate deacetylase
DIFIKDCD_00550	CDS	1059	adh_1	1.1.1.1	COG1063	Alcohol dehydrogenase
DIFIKDCD_00551	CDS	366				hypothetical protein
DIFIKDCD_00552	CDS	942	comGA		COG2804	Competence protein ComGA
DIFIKDCD_00553	CDS	873			COG1459	Type IV pilus assembly protein PilC
DIFIKDCD_00554	CDS	327	comGC		COG4537	Competence protein ComGC
DIFIKDCD_00555	CDS	405	comGD			Competence protein ComGD
DIFIKDCD_00556	CDS	303	comGE			Competence protein ComGE
DIFIKDCD_00557	CDS	462	comGF		COG4940	Competence protein ComGF
DIFIKDCD_00558	CDS	414	comGG			Competence protein ComGG
DIFIKDCD_00559	CDS	183				hypothetical protein
DIFIKDCD_00560	CDS	381	ubiE_3	2.1.1.163		Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
DIFIKDCD_00561	CDS	954				hypothetical protein
DIFIKDCD_00562	CDS	1191	ackA	2.7.2.1	COG0282	Acetate kinase
DIFIKDCD_00563	CDS	372	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
DIFIKDCD_00564	CDS	831	yidC2_1		COG0706	Membrane protein insertase YidC 2
DIFIKDCD_00565	CDS	987	kphB		COG1847	RNA-binding protein KhpB
DIFIKDCD_00566	CDS	624				hypothetical protein
DIFIKDCD_00567	CDS	1458	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
DIFIKDCD_00568	CDS	282	ulaB	2.7.1.194		Ascorbate-specific PTS system EIIB component
DIFIKDCD_00569	CDS	486	ulaC		COG1762	Ascorbate-specific PTS system EIIA component
DIFIKDCD_00570	CDS	666	ulaD	4.1.1.85	COG0269	3-keto-L-gulonate-6-phosphate decarboxylase UlaD
DIFIKDCD_00571	CDS	864	ulaE	5.1.3.22	COG3623	L-ribulose-5-phosphate 3-epimerase UlaE
DIFIKDCD_00572	CDS	705	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
DIFIKDCD_00573	CDS	1674	licR_1		COG1762	putative licABCH operon regulator
DIFIKDCD_00574	CDS	1092	ulaG	3.1.1.-	COG2220	putative L-ascorbate-6-phosphate lactonase UlaG
DIFIKDCD_00575	CDS	1977	tkt_1	2.2.1.1	COG0021	putative transketolase
DIFIKDCD_00576	CDS	300				hypothetical protein
DIFIKDCD_00577	CDS	429	yfkJ	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase YfkJ
DIFIKDCD_00578	CDS	411				hypothetical protein
DIFIKDCD_00579	CDS	2652	adhE		COG1012	Aldehyde-alcohol dehydrogenase
DIFIKDCD_00580	CDS	309	gmuA		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
DIFIKDCD_00581	CDS	309	celA	2.7.1.205		PTS system cellobiose-specific EIIB component
DIFIKDCD_00582	CDS	1296	licC_1		COG1455	Lichenan permease IIC component
DIFIKDCD_00583	CDS	1410	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
DIFIKDCD_00584	CDS	729	gmuR		COG2188	HTH-type transcriptional regulator GmuR
DIFIKDCD_00585	CDS	195				hypothetical protein
DIFIKDCD_00586	CDS	1311				hypothetical protein
DIFIKDCD_00587	CDS	873	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
DIFIKDCD_00588	CDS	723	scaC	7.2.2.5		Manganese import ATP-binding protein ScaC
DIFIKDCD_00589	CDS	849	mntB		COG1108	Manganese transport system membrane protein MntB
DIFIKDCD_00590	CDS	930	psaA		COG0803	Manganese ABC transporter substrate-binding lipoprotein PsaA
DIFIKDCD_00591	CDS	492	tpx	1.11.1.24	COG2077	Thiol peroxidase
DIFIKDCD_00592	CDS	2709				hypothetical protein
DIFIKDCD_00593	CDS	702			COG1136	putative ABC transporter ATP-binding protein
DIFIKDCD_00594	CDS	2412				hypothetical protein
DIFIKDCD_00595	CDS	693	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
DIFIKDCD_00596	CDS	189				hypothetical protein
DIFIKDCD_00597	CDS	381				hypothetical protein
DIFIKDCD_00598	CDS	2793	ileS			isoleucine--tRNA ligase IleS
DIFIKDCD_00599	CDS	789	divIVA		COG3599	Cell division protein DivIVA
DIFIKDCD_00600	CDS	786	rqcP2		COG2302	Ribosome-associated protein quality control protein P2
DIFIKDCD_00601	CDS	264				hypothetical protein
DIFIKDCD_00602	CDS	540	sepF		COG1799	Cell division protein SepF
DIFIKDCD_00603	CDS	672			COG0325	Pyridoxal phosphate homeostasis protein
DIFIKDCD_00604	CDS	1260	ftsZ		COG0206	Cell division protein FtsZ
DIFIKDCD_00605	CDS	1374	ftsA		COG0849	Cell division protein FtsA
DIFIKDCD_00606	CDS	705				hypothetical protein
DIFIKDCD_00607	CDS	612				hypothetical protein
DIFIKDCD_00608	CDS	1374	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DIFIKDCD_00609	CDS	1044	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
DIFIKDCD_00610	CDS	597	recR		COG0353	Recombination protein RecR
DIFIKDCD_00611	CDS	2043	penA		COG0768	Penicillin-binding protein 2B
DIFIKDCD_00612	CDS	852	ybbH		COG1737	putative HTH-type transcriptional regulator YbbH
DIFIKDCD_00613	CDS	885	bglK_2	2.7.1.85		Beta-glucoside kinase
DIFIKDCD_00614	CDS	918	nanA_1	4.1.3.3	COG0329	N-acetylneuraminate lyase
DIFIKDCD_00615	CDS	645				hypothetical protein
DIFIKDCD_00616	CDS	333				hypothetical protein
DIFIKDCD_00617	CDS	453	tabA		COG2731	Toxin-antitoxin biofilm protein TabA
DIFIKDCD_00618	CDS	840	araQ_1		COG0395	Arabinooligosaccharides transport system permease protein AraQ
DIFIKDCD_00619	CDS	888	lacF_1			Lactose transport system permease protein LacF
DIFIKDCD_00620	CDS	1329				hypothetical protein
DIFIKDCD_00621	CDS	1518	ptsG_1	2.7.1.199	COG1263	PTS system glucose-specific EIICBA component
DIFIKDCD_00622	CDS	699	nanE	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
DIFIKDCD_00623	CDS	1104		4.2.1.-	COG0673	2,7-anhydro-N-acetylneuraminate hydratase
DIFIKDCD_00624	CDS	2094	nanB	3.2.1.18	COG4409	Sialidase B
DIFIKDCD_00625	CDS	834	smoH		COG0395	Sulfoquinovosyl glycerol transport system permease protein SmoH
DIFIKDCD_00626	CDS	885	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
DIFIKDCD_00627	CDS	1338				hypothetical protein
DIFIKDCD_00628	CDS	453				hypothetical protein
DIFIKDCD_00629	CDS	96				hypothetical protein
DIFIKDCD_00630	CDS	3612	rpoB			DNA-directed RNA polymerase subunit beta RpoB
DIFIKDCD_00631	CDS	3678	rpoC			DNA-directed RNA polymerase subunit beta RpoC
DIFIKDCD_00632	CDS	414	ndk	2.7.4.6	COG0105	Nucleoside diphosphate kinase
DIFIKDCD_00633	CDS	90				hypothetical protein
DIFIKDCD_00634	CDS	162				hypothetical protein
DIFIKDCD_00635	CDS	633	yknY_1	7.6.2.-	COG1136	putative ABC transporter ATP-binding protein YknY
DIFIKDCD_00636	CDS	2016				hypothetical protein
DIFIKDCD_00637	CDS	171				hypothetical protein
DIFIKDCD_00638	CDS	864				hypothetical protein
DIFIKDCD_00639	CDS	621				hypothetical protein
DIFIKDCD_00640	CDS	444	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
DIFIKDCD_00641	CDS	519				hypothetical protein
DIFIKDCD_00642	CDS	1017	brpA		COG1316	Biofilm regulatory protein A
DIFIKDCD_00643	CDS	1257	cinA		COG1058	Putative competence-damage inducible protein
DIFIKDCD_00644	CDS	1167	recA		COG0468	Protein RecA
DIFIKDCD_00645	CDS	1371	mepA			Multidrug export protein MepA
DIFIKDCD_00646	CDS	957	lytA	3.5.1.28	COG5263	Autolysin
DIFIKDCD_00647	CDS	207				hypothetical protein
DIFIKDCD_00648	CDS	360				hypothetical protein
DIFIKDCD_00649	CDS	426				hypothetical protein
DIFIKDCD_00650	CDS	795				hypothetical protein
DIFIKDCD_00651	CDS	198				hypothetical protein
DIFIKDCD_00652	CDS	552				hypothetical protein
DIFIKDCD_00653	CDS	261				hypothetical protein
DIFIKDCD_00654	CDS	132				hypothetical protein
DIFIKDCD_00655	CDS	459				hypothetical protein
DIFIKDCD_00656	CDS	609				hypothetical protein
DIFIKDCD_00657	CDS	411				hypothetical protein
DIFIKDCD_00658	CDS	1410	ply			Pneumolysin
DIFIKDCD_00659	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
DIFIKDCD_00660	CDS	345				hypothetical protein
DIFIKDCD_00661	CDS	822			COG1132	putative ABC transporter ATP-binding protein
DIFIKDCD_00662	CDS	1032			COG1132	putative ABC transporter ATP-binding protein
DIFIKDCD_00663	CDS	363				hypothetical protein
DIFIKDCD_00664	CDS	504				hypothetical protein
DIFIKDCD_00665	CDS	447				hypothetical protein
DIFIKDCD_00666	CDS	675				hypothetical protein
DIFIKDCD_00667	CDS	300				hypothetical protein
DIFIKDCD_00668	CDS	318	ytpP		COG0526	Thioredoxin-like protein YtpP
DIFIKDCD_00669	CDS	627	pheT_1	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
DIFIKDCD_00670	CDS	762	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
DIFIKDCD_00671	CDS	396	ssb_2		COG0629	Single-stranded DNA-binding protein
DIFIKDCD_00672	CDS	285	groES		COG0234	Co-chaperonin GroES
DIFIKDCD_00673	CDS	1623	groEL	5.6.1.7	COG0459	Chaperonin GroEL
DIFIKDCD_00674	CDS	105	queH_1	1.17.99.6		Epoxyqueuosine reductase QueH
DIFIKDCD_00675	CDS	246	queH_2	1.17.99.6		Epoxyqueuosine reductase QueH
DIFIKDCD_00676	CDS	774	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
DIFIKDCD_00677	CDS	990	manX_2	2.7.1.191		PTS system mannose-specific EIIAB component
DIFIKDCD_00678	CDS	804	sorA			PTS system sorbose-specific EIIC component
DIFIKDCD_00679	CDS	912	manZ_2		COG3716	PTS system mannose-specific EIID component
DIFIKDCD_00680	CDS	1335	pepC	3.4.22.40		Aminopeptidase C
DIFIKDCD_00681	CDS	723	rsuA_1	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
DIFIKDCD_00682	CDS	981				hypothetical protein
